ΑΦΜ,Επωνυμία,Διακριτικός Τίτλος,Διεύθυνση,Περιφέρεια,Περιφερειακή Ενότητα,Δήμος,Δημοτική Ενότητα,Τηλέφωνο 1,Τηλέφωνο 2,Email
998695508,ΚΜΟΠ – ΚΟΜΒΟΣ ΕΚΠΑΙΔΕΥΣΗΣ ΚΑΙ ΚΑΙΝΟΤΟΜΙΑΣ ΑΣΤΙΚΗ ΜΗ ΚΕΡΔΟΣΚΟΠΙΚΗ ΕΤΑΙΡΕΙΑ,ΚΜΟΠ,"ΣΟΥΡΠΗ 4, ΤΚ:14562",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣ ΚΗΦΙΣΙΑΣ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΚΗΦΙΣΙΑΣ,2106234550,6942808868,inap@inap.gr
998531993,ΣΥΛΛΟΓΟΣ ΚΟΙΝΩΝΙΚΗΣ ΠΡΩΤΟΒΟΥΛΙΑΣ ΒΕΡΟΙΑΣ,ΠΡΩΤΟΒΟΥΛΙΑ ΓΙΑ ΤΟ ΠΑΙΔΙ,"ΑΝΟΙΞΕΩΣ 19, ΤΚ:59131",ΠΕΡΙΦΕΡΕΙΑ ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΗΜΑΘΙΑΣ,ΔΗΜΟΣ ΒΕΡΟΙΑΣ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΒΕΡΟΙΑΣ,2331029571,6972212061,info@propaidi.org
090000740,"ΦΙΛΑΝΘΡΩΠΙΚΟ ΣΩΜΑΤΕΙΟ ""ΚΟΙΝΩΝΙΚΗ ΑΛΛΗΛΕΓΓΥΗ"" ΑΣΥΛΟ ΑΝΙΑΤΩΝ ΠΑΤΡΩΝ ""Η ΑΓΙΑ ΕΥΦΡΟΣΥΝΗ""",ΑΣΥΛΟ ΑΝΙΑΤΩΝ ΠΑΤΡΩΝ,"ΠΛΑΤΕΙΑ ΠΑΝΤΟΚΡΑΤΟΡΟΣ Κ ΗΛΕΙΑΣ 2, ΤΚ:26225",ΠΕΡΙΦΕΡΕΙΑ ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΧΑΪΑΣ,ΔΗΜΟΣ ΠΑΤΡΕΩΝ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΠΑΤΡΕΩΝ,2610274496,2610226145,asyloaniatwn@yahoo.gr
090030690,ΣΥΛΛΟΓΟΣ ΓΟΝΕΩΝ ΚΑΙ ΦΙΛΩΝ ΠΑΙΔΙΩΝ -ΑΤΟΜΩΝ  ΜΕ ΑΝΑΠΗΡΙΑ Ν. ΣΕΡΡΩΝ,-,"ΟΜΗΡΩΝ 10, ΤΚ:62121",ΠΕΡΙΦΕΡΕΙΑ ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΣΕΡΡΩΝ,ΔΗΜΟΣ ΣΕΡΡΩΝ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΣΕΡΡΩΝ,6936847700,6948599662,s.ameaserron@gmail.com
090072410,ΙΩΑΚΕΙΜΕΙΟ ΕΚΚΛΗΣΙΑΣΤΙΚΟ ΓΗΡΟΚΟΜΕΙΟ ΙΕΡΑΣ ΜΗΤΡΟΠΟΛΕΩΣ ΑΛΕΞΑΝΔΡΟΥΠΟΛΕΩΣ Μ.Φ.Η.-Μ.Κ.,-,"9ο χλμ Αλεξ/πολης - Μάκρης -, ΤΚ:68100",ΠΕΡΙΦΕΡΕΙΑ ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΕΒΡΟΥ,ΔΗΜΟΣ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,2551071508,6997200161,ioakimio@hotmail.com
090323528,"ΣΤΑΥΡΙΔΕΙΟ ΕΚΚΛΗΣΙΑΣΤΙΚΟ ΙΔΡΥΜΑ ΧΡΟΝΙΩΣ ΠΑΣΧΟΝΤΩΝ ""Ο ΑΓΙΟΣ ΚΥΠΡΙΑΝΟΣ""",-,"9ο χλμ Αλεξανδρούπολης - Μάκρης -, ΤΚ:68100",ΠΕΡΙΦΕΡΕΙΑ ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΕΒΡΟΥ,ΔΗΜΟΣ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,2551071500,6997200161,agioskyprianos@gmail.com
996954590,ΕΛΛΗΝΙΚΗ ΕΤΑΙΡΙΑ ΙΑΤΡΙΚΗΣ ΨΥΧΟΛΟΓΙΑΣ ΑΣΤΙΚΗ ΜΗ ΚΕΡΔΟΣΚΟΠΙΚΗ ΕΤΑΙΡΕΙΑ,ΕΛΛΗΝΙΚΗ ΕΤΑΙΡΙΑ ΙΑΤΡΙΚΗΣ ΨΥΧΟΛΟΓΙΑΣ,"ΜΑΚΕΔΟΝΩΝ 8, ΤΚ:11521",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣ ΑΘΗΝΑΙΩΝ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΘΗΝΑΙΩΝ,2106441945,6936851393,info@medicalpsychology.eu
099727693,ΣΥΛΛΟΓΟΣ ΑΤΟΜΩΝ ΜΕ ΑΝΑΠΗΡΙΑ ΝΟΜΟΥ ΑΡΚΑΔΙΑΣ,-,"ΝΕΟΜΑΡΤΥΡΟΣ ΠΑΥΛΟΥ 2, ΤΚ:22132",ΠΕΡΙΦΕΡΕΙΑ ΠΕΛΟΠΟΝΝΗΣΟΥ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΡΚΑΔΙΑΣ,ΔΗΜΟΣ ΤΡΙΠΟΛΗΣ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΤΡΙΠΟΛΗΣ,2710221964,6947761215,sillogosamea@gmail.com
099728040,ΠΑΝΕΛΛΗΝΙΑ ΕΤΑΙΡΕΙΑ ΓΗΡΙΑΤΡΙΚΗΣ ΚΑΙ ΓΕΡΟΝΤΟΛΟΓΙΑΣ,-,"Ν.Ε.Ο ΠΑΤΡΩΝ ΑΘΗΝΩΝ 9, ΤΚ:26441",ΠΕΡΙΦΕΡΕΙΑ ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΧΑΪΑΣ,ΔΗΜΟΣ ΠΑΤΡΕΩΝ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΠΑΤΡΕΩΝ,2610 439090,6932447636,girpatras@gmail.com
997939859,ΣΥΛΛΟΓΟΣ ΤΡΙΤΕΚΝΩΝ ΠΕΡΙΣΤΕΡΙΟΥ ΚΑΙ ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,-,"ΠΑΝΑΓΗ ΤΣΑΛΔΑΡΗ  30, ΤΚ:12134",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣ ΠΕΡΙΣΤΕΡΙΟΥ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΠΕΡΙΣΤΕΡΙΟΥ,2105713037,6982025349,triteknoi.peristeri@gmail.com
996797960,Κέντρο Καθοδήγησης Καρκινοπαθών,Κάπα3,"Κωστή Παλαμά 13, ΤΚ:11141",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣ ΑΘΗΝΑΙΩΝ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΘΗΝΑΙΩΝ,2105221424,6974102934,info@kapa3.gr
998311900,ΕΛΙΖΑ-ΕΤΑΙΡΙΑ ΚΑΤΑ ΤΗΣ ΚΑΚΟΠΟΙΗΣΗΣ ΤΟΥ ΠΑΙΔΙΟΥ,-,"ΧΡΙΣΤΟΠΟΥΛΟΥ  2, ΤΚ:10563",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣ ΑΘΗΝΑΙΩΝ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΘΗΝΑΙΩΝ,2103231704,6944942794,info@eliza.org.gr
998154949,ΣΥΛΛΟΓΟΣ ΑΣΘΕΝΩΝ ΗΠΑΤΟΣ ΕΛΛΑΔΟΣ ΠΡΟΜΗΘΕΑΣ,-,"Λ. Αλεξάνδρας 213Β, ΤΚ:11523",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣ ΑΘΗΝΑΙΩΝ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΘΗΝΑΙΩΝ,2110122102,6980695721,hlpaprometheus@gmail.com
997655758,ΕΝΩΣΗ ΠΟΛΥΤΕΚΝΩΝ ΠΕΡΙΦΕΡΕΙΑΚΗΣ ΕΝΟΤΗΤΑΣ ΞΑΝΘΗΣ,-,"ΒΛΑΧΟΠΟΥΛΟΥ 9, ΤΚ:67100",ΠΕΡΙΦΕΡΕΙΑ ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΞΑΝΘΗΣ,ΔΗΜΟΣ ΞΑΝΘΗΣ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΞΑΝΘΗΣ,2541021725,6982140732,od3iet@otenet.gr
999087906,"Πολιτιστικό Σωματείο Ατόμων με Αναπηρίες και μη ""Η ΦΛΟΓΑ""",-,"ΛΑΡΙΣΑ ΕΡΓ ΚΑΤΟΙΚΙΕΣ ΓΙΑΝΝΟΥΛΗΣ -, ΤΚ:40400",ΠΕΡΙΦΕΡΕΙΑ ΘΕΣΣΑΛΙΑΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΛΑΡΙΣΑΣ,ΔΗΜΟΣ ΛΑΡΙΣΑΙΩΝ,-,6909611534,-,floga.larisa@gmail.com
090002708,ΦΙΛΟΠΤΩΧΟΣ ΕΤΑΙΡΕΙΑ ΕΡΜΟΥΠΟΛΕΩΣ ΓΗΡΟΚΟΜΕΙΟ - ΠΤΩΧΟΚΟΜΕΙΟ,-,"ΦΙΛΟΠΤΩΧΟΥ ΕΤΑΙΡΕΙΑΣ 1, ΤΚ:84100",ΠΕΡΙΦΕΡΕΙΑ ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΣΥΡΟΥ,ΔΗΜΟΣ ΣΥΡΟΥ - ΕΡΜΟΥΠΟΛΗΣ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΕΡΜΟΥΠΟΛΕΩΣ,2281082645 εσωτ 11,6989473180,filoptox@otenet.gr
997237512,ΣΩΜΑΤΕΙΟ ΜΗ ΚΕΡΔΟΣΚΟΠΙΚΟΥ ΧΑΡΑΚΤΗΡΑ ΠΡΟΛΗΨΗΣ ΚΑΙ ΠΡΟΑΓΩΓΗΣ ΥΠΗΡΕΣΙΩΝ ΥΓΕΙΑΣ,ΙΚΕΛΟΣ,"ΑΚΤΗ ΔΥΜΑΙΩΝ & ΑΡΧΙΕΠΙΣΚΟΠΟΥ ΙΕΡΟΘΕΟΥ 7, ΤΚ:26222",ΠΕΡΙΦΕΡΕΙΑ ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΧΑΪΑΣ,-,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΠΑΤΡΕΩΝ,2616007918,6977656518,info@somateio-ikelos.gr
090083891,ΑΓΙΟΣ ΒΑΣΙΛΕΙΟΣ-ΒΑΣΙΛΕΙΑΔΑ,-,"ΒΑΣΙΛΕΩΣ ΗΡΑΚΛΕΙΟΥ  19, ΤΚ:54624",ΠΕΡΙΦΕΡΕΙΑ ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΘΕΣΣΑΛΟΝΙΚΗΣ,ΔΗΜΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΘΕΣΣΑΛΟΝΙΚΗΣ,6974193004,2394051372,basileiada@yahoo.com
090169244,"ΣΥΛΛΟΓΟΣ ΓΟΝΕΩΝ ΚΑΙ ΚΗΔΕΜΟΝΩΝ ΠΑΙΔΙΩΝ ΜΕ ΝΕΟΠΛΑΣΜΑΤΙΚΕΣ ΠΑΘΗΣΕΙΣ ΝΟΣΟΚΟΜΕΙΟΥ ΠΑΙΔΩΝ ΑΓ. ΣΟΦΙΑ ""Η ΠΙΣΤΗ"" ",-,"ΝΙΚΟΥ ΞΥΛΟΥΡΗ 7-9, ΤΚ:15773",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣ ΖΩΓΡΑΦΟΥ,-,2107486880,6977808698,info@pisti.gr
090109550,ΕΝΩΣΗ ΚΥΡΙΩΝ ΔΡΑΜΑΣ - ΣΠΙΤΙ ΑΝΟΙΧΤΗΣ ΦΙΛΟΞΕΝΙΑΣ,-,"ΒΕΝΙΖΕΛΟΥ 114, ΤΚ:66100",ΠΕΡΙΦΕΡΕΙΑ ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΔΡΑΜΑΣ,ΔΗΜΟΣ ΔΡΑΜΑΣ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΔΡΑΜΑΣ,2521046062,6936601816,infodlu3@gmail.com
090075657,ΔΙΑΚΟΝΙΑ ΑΓΑΠΗΣ,-,"ΠΕΛΟΠΙΔΟΥ  26, ΤΚ:32200",ΠΕΡΙΦΕΡΕΙΑ ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΒΟΙΩΤΙΑΣ,ΔΗΜΟΣ ΘΗΒΑΙΩΝ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΘΗΒΑΙΩΝ,2262026288,-,diakonia.agapis.thiva@gmail.com
998779962,"ΚΕΝΤΡΟ ΔΙΗΜΕΡΕΥΣΗΣ ΚΑΙ ΗΜΕΡΗΣΙΑΣ ΦΡΟΝΤΙΔΑΣ ΓΙΑ ΑΤΟΜΑ ΜΕ ΕΙΔΙΚΕΣ ΑΝΑΓΚΕΣ ""ΕΙΔΙΚΗ ΠΑΙΔΕΙΑ""","ΚΔΗΦ ΑΜΕΑ ἙΙΔΙΚΗ ΠΑΙΔΕΙΑ""","ΤΖΙΜΕΪΚΑ -, ΤΚ:32131",ΠΕΡΙΦΕΡΕΙΑ ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΒΟΙΩΤΙΑΣ,ΔΗΜΟΣ ΛΕΒΑΔΕΩΝ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΛΕΒΑΔΕΩΝ,2261021697,6932387573,eidikipedia@gmail.com
997418789,Α.μ.Κ.Ε. Δύναμη Ζωής,-,"Λυκαβηττού  21, ΤΚ:10672",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣ ΑΘΗΝΑΙΩΝ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΘΗΝΑΙΩΝ,2111016680,6975878357,info@dynamizois.gr
090066507,"ΦΙΛΑΝΘΡΩΠΙΚΟ ΣΩΜΑΤΕΙΟ ""ΣΥΛΛΟΓΟΣ ΜΕΡΙΜΝΑΣ ΠΑΙΔΙΟΥ ΚΑΤΕΡΙΝΗΣ""",ΜΕΡΙΜΝΑ ΠΑΙΔΙΟΥ ΚΑΤΕΡΙΝΗΣ,"ΜΥΤΙΚΑ ΚΑΙ ΗΡΑΣ ΓΩΝΙΑ -, ΤΚ:60134",ΠΕΡΙΦΕΡΕΙΑ ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΠΙΕΡΙΑΣ,ΔΗΜΟΣ ΚΑΤΕΡΙΝΗΣ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΚΑΤΕΡΙΝΗΣ,2351073919,6972280695,info@merimnakaterini.gr
997599049,"<<ΕΝΟΡΙΑΚΗ ΣΤΕΓΗ ΓΕΡΟΝΤΩΝ - ΜΟΝΑΔΑ ΦΡΟΝΤΙΔΟΣ ΗΛΙΚΙΩΜΕΝΩΝ ""Ο ΑΓΙΟΣ ΑΘΑΝΑΣΙΟΣ Ο ΜΕΓΑΣ'' ΤΟΥ ΙΕΡΟΥ ΕΝΟΡΙΑΚΟΥ ΝΑΟΥ ΑΓΙΟΥ ΑΘΑΝΑΣΙΟΥ ΠΥΡΙΟΥ ΘΗΒΩΝ ΤΗΣ ΙΕΡΑΣ ΜΗΤΡΟΠΟΛΕΩΣ ΘΗΒΩΝ ΚΑΙ ΛΕΒΑΔΕΙΑΣ>>",ΕΝΟΡΙΑΚΗ ΣΤΕΓΗ ΓΕΡΟΝΤΩΝ - Ο ΑΓΙΟΣ ΑΘΑΝΑΣΙΟΣ Ο ΜΕΓΑΣ,"ΑΓΙΟΥ ΑΘΑΝΑΣΙΟΥ 70, ΤΚ:32200",ΠΕΡΙΦΕΡΕΙΑ ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΒΟΙΩΤΙΑΣ,ΔΗΜΟΣ ΘΗΒΑΙΩΝ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΘΗΒΑΙΩΝ,2262029211,6972097847,stegh.agiosathanasios.thiva@gmail.com
099668260,"ΣΥΛΛΟΓΟΣ ΕΘΕΛΟΝΤΩΝ ΑΙΜΟΔΟΤΩΝ ΑΝΑΤΟΛΙΚΗΣ ΑΙΓΙΑΛΕΙΑΣ ""Ο ΔΕΣΜΟΣ""",-,"ΝΙΚΟΛΑΟΥ ΣΟΛΙΩΤΗ -, ΤΚ:25006",ΠΕΡΙΦΕΡΕΙΑ ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΧΑΪΑΣ,ΔΗΜΟΣ ΑΙΓΙΑΛΕΙΑΣ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΚΡΑΤΑΣ,2696022288,6944428678,seadesmos@gmail.com
090107334,«ΕΚΚΛΗΣΙΑΣΤΙΚΟΣ ΟΙΚΟΣ ΕΥΓΗΡΙΑΣ “Ο ΚΑΛΟΣ ΣΑΜΑΡΕΙΤΗΣ”»,-,"Αρτάκης  5, ΤΚ:14342",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣ ΝΕΑΣ ΦΙΛΑΔΕΛΦΕΙΑΣ - ΝΕΑΣ ΧΑΛΚΗΔΟΝΑΣ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΝΕΑΣ ΦΙΛΑΔΕΛΦΕΙΑΣ,2102520120,6948209610,ksamareitis@gmail.com
996664573,"ΦΙΛΑΝΘΡΩΠΙΚΟΣ, ΜΗ ΚΕΡΔΟΣΚΟΠΙΚΟΣ, ΕΚΠΟΛΙΤΙΣΤΙΚΟΣ ΣΥΛΛΟΓΟΣ MEDUSA SURVIVOR",-,"ΕΛΛΗΝΙΚΟΥ ΕΡΥΘΡΟΥ ΣΤΑΥΡΟΥ 4, ΤΚ:34132",ΠΕΡΙΦΕΡΕΙΑ ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΕΥΒΟΙΑΣ,ΔΗΜΟΣ ΧΑΛΚΙΔΕΩΝ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΧΑΛΚΙΔΕΩΝ,2221076788,6944421335,infomedusasurvivor@gmail.com
997253223,"ΣΥΛΛΟΓΟΣ ΓΟΝΕΩΝ, ΚΗΔΕΜΟΝΩΝ ΚΑΙ ΦΙΛΩΝ ΑΤΟΜΩΝ ΜΕ ΕΙΔΙΚΕΣ ΑΝΑΓΚΕΣ ",Η ΑΜΑΡΥΛΛΙΣ,"Δ.ΜΟΣΧΑ  49, ΤΚ:15124",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣ ΑΜΑΡΟΥΣΙΟΥ,-,2121072236,6949537198,sgkf.amaryllis1@yahoo.com
998622111,Σύλλογος Εθελοντικής Διακονίας Ασθενών,-,"Αλεξανδρουπόλεως  23, ΤΚ:11527",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣ ΑΘΗΝΑΙΩΝ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΘΗΝΑΙΩΝ,2107252706,6974585530,diaconia2003@gmail.com
998226697,ΣΩΜΑΤΕΙΟ ΑΤΟΜΩΝ ΜΕ ΠΡΟΒΛΗΜΑΤΑ ΟΡΑΣΗΣ ΝΟΜΟΥ ΚΥΚΛΑΔΩΝ,ΑΡΩΓΗ,"ΠΕΛΟΠΟΝΝΗΣΟΥ 2, ΤΚ:84100",ΠΕΡΙΦΕΡΕΙΑ ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΣΥΡΟΥ,ΔΗΜΟΣ ΣΥΡΟΥ - ΕΡΜΟΥΠΟΛΗΣ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΕΡΜΟΥΠΟΛΕΩΣ,6983197507,6934465350,arogink18@gmail.com
090414254,ΠΑΝΑΓΙΑ Η ΟΔΗΓΗΤΡΙΑ,-,"ΠΛΑΤΕΙΑ ΜΗΤΡΟΠΟΛΕΩΣ -, ΤΚ:58100",ΠΕΡΙΦΕΡΕΙΑ ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΠΕΛΛΑΣ,ΔΗΜΟΣ ΠΕΛΛΑΣ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΓΙΑΝΝΙΤΣΩΝ,2382023886,6979665959,eippg1@gmail.com
090035451,ΣΙΚΙΑΡΙΔΕΙΟΝ ΙΔΡΥΜΑ ΑΠΡΟΣΑΡΜΟΣΤΩΝ ΠΑΙΔΩΝ,-,"ΠΕΝΤΕΛΗΣ 58, ΤΚ:15126",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣ ΑΜΑΡΟΥΣΙΟΥ,-,2108050433,6972113250,admin@sikiarideio.gr
090123310,ΙΔΡΥΜΑ ΚΟΙΝΩΝΙΚΗΣ ΕΡΓΑΣΙΑΣ," Ι.Κ.Ε ΧΑΤΖΗΠΑΤΕΡΕΙΟ Κ.Α.Σ.Π","ΗΡΟΔΟΤΟΥ  1, ΤΚ:14451",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣ ΜΕΤΑΜΟΡΦΩΣΕΩΣ,-,2102825622,6945211284,ike@kasp.gr
