ΑΦΜ,Επωνυμία,Διακριτικός Τίτλος,Νομική Μορφή,ΦΕΚ,ΦΕΚ Ανανέωσης,Διάρκεια Πιστοποίησης Έως,Ηλικιακή Ομάδα,Υπηρεσίες,Δομές
090351238,ΣΥΛΛΟΓΟΣ ΜΕΡΙΜΝΑΣ ΑμεΑ ΝΟΗΤΙΚΗΣ ΥΣΤΕΡΗΣΗΣ Ν. ΡΟΔΟΠΗΣ '' ΑΓΙΟΙ ΘΕΟΔΩΡΟΙ '',-,Άλλο (ΝΠΙΔ Μη Κερδοσκοπικό),Β53,,26/09/2028,Γενικός Πληθυσμός,"Ενημέρωση/πληροφόρηση,Εργοθεραπεία,Λογοθεραπεία,Νομική βοήθεια,Παιδαγωγικές δραστηριότητες,Προάσπιση δικαιωμάτων και διεκδίκηση θεσμικών αλλαγών,Προληπτική ιατρική παρακολούθηση,Πρωτοβάθμια νοσηλευτική φροντίδα (πρώτες βοήθειες),Σίτιση,Συμβουλευτική στήριξη,Φαρμακευτική φροντίδα,Φιλοξενία,Φροντίδα – δημιουργική απασχόληση (Κ.Δ.Α.Π. Α.μεΑ. & βρεφονηπιακοί σταθμοί & κ.α.),Φροντίδα ατομικής υγιεινής,Ψυχιατρική παρακολούθηση,Ψυχολογική υποστήριξη","ΚΕΝΤΡΟ ΔΙΗΜΕΡΕΥΣΗΣ ΗΜΕΡΗΣΙΑΣ ΦΡΟΝΤΙΔΑΣ αξίΖΩ,ΣΤΕΓΗ ΥΠΟΣΤΗΡΙΖΟΜΕΝΗΣ ΔΙΑΒΙΩΣΗΣ '' αξιΖΩ'' 1,ΣΤΕΓΗ ΥΠΟΣΤΗΡΙΖΟΜΕΝΗΣ ΔΙΑΒΙΩΣΗΣ '' αξιΖΩ'' 2,ΣΤΕΓΗ ΥΠΟΣΤΗΡΙΖΟΜΕΝΗΣ ΔΙΑΒΙΩΣΗΣ '' αξιΖΩ'' 3,ΣΤΕΓΗ ΥΠΟΣΤΗΡΙΖΟΜΕΝΗΣ ΔΙΑΒΙΩΣΗΣ 4,ΣΤΕΓΗ ΥΠΟΣΤΗΡΙΖΟΜΕΝΗΣ ΔΙΑΒΙΩΣΗΣ αξιΖΩ 5"
996724931,COHESION NETWORK 2GETHER,CO2GETHER,Αστική μη Κερδοσκοπική Εταιρεία,Β΄4134,,30/07/2029,Γενικός Πληθυσμός,"Εκπαίδευση εθελοντών,Εκπαίδευση επαγγελματιών,Νομική βοήθεια,Προάσπιση δικαιωμάτων και διεκδίκηση θεσμικών αλλαγών,Συμβουλευτική στήριξη,Φροντίδα ατομικής υγιεινής,Φροντίδα στο σπίτι","CO-SPACE,Τράπεζα Τροφίμων Δυτικής Ελλάδας και Τράπεζα Υγειονομικού υλικού"
090000924,ΔΗΜΟΤΙΚΟ ΓΗΡΟΚΟΜΕΙΟ ΛΑΡΙΣΑΣ,-,Ίδρυμα,Β' 4488,,20/08/2029,"Μεταξύ 66 - 80 ετών, Άνω των 81 ετών","Διανυκτέρευση,Προληπτική ιατρική παρακολούθηση,Πρωτοβάθμια νοσηλευτική φροντίδα (πρώτες βοήθειες),Σίτιση,Συμβουλευτική στήριξη,Συνοδεία ασθενών,Φαρμακευτική φροντίδα,Φιλοξενία,Φροντίδα ατομικής υγιεινής,Φυσικοθεραπεία,Ψυχιατρική παρακολούθηση,Ψυχολογική υποστήριξη",ΔΗΜΟΤΙΚΟ ΓΗΡΟΚΟΜΕΙΟ ΛΑΡΙΣΑΣ
997003338,ΚΟΙΝΩΝΙΚΟ ΕΛΛΗΝΙΚΟ ΚΛΙΜΑΚΙΟ ΑΜΕΣΗΣ ΒΟΗΘΕΙΑΣ,ΚΟΙΝΩΝΙΚΟ ΕΚΑΒ,Σωματείο – Σύλλογος,Β5389/26-9-2024,,26/09/2028,"Γενικός Πληθυσμός, Κάτω των 5 ετών, Μεταξύ 6 - 12 ετών, Μεταξύ 13 - 17 ετών, Μεταξύ 18 - 25 ετών, Μεταξύ 26 - 45 ετών, Μεταξύ 46 - 65 ετών, Μεταξύ 66 - 80 ετών, Άνω των 81 ετών","Εκπαίδευση εθελοντών,Νομική βοήθεια,Παιδαγωγικές δραστηριότητες,Προάσπιση δικαιωμάτων και διεκδίκηση θεσμικών αλλαγών,Πρωτοβάθμια νοσηλευτική φροντίδα (πρώτες βοήθειες),Σίτιση,Συμβουλευτική στήριξη,Τοποθέτηση σε θέσεις εργασίας,Φιλοξενία,Ψυχολογική υποστήριξη","Κεντρικά Γραφεία,Καλλίστη 1,ΚΑΛΛΙΣΤΗ 2,ΚΑΛΛΙΣΤΗ 3,ΝΕΦΕΛΗ 1,ΝΕΦΕΛΗ 2,ΝΕΦΕΛΗ 3"
997283288,"ΣΥΛΛΟΓΟΣ ΓΟΝΕΩΝ, ΚΗΔΕΜΟΝΩΝ ΚΑΙ ΦΙΛΩΝ ΑΤΟΜΩΝ ΣΤΟ ΦΑΣΜΑ ΤΟΥ ΑΥΤΙΣΜΟΥ","""Μ.Α.μ.Α""",Σωματείο – Σύλλογος,Β' 6550,,09/12/2029,"Μεταξύ 6 - 12 ετών, Μεταξύ 13 - 17 ετών, Μεταξύ 18 - 25 ετών",Φροντίδα – δημιουργική απασχόληση (Κ.Δ.Α.Π. Α.μεΑ. & βρεφονηπιακοί σταθμοί & κ.α.),"ΚΔΑΠ ΑΜΕΑ Μ.Α.μ.Α 1 ,ΚΔΑΠ ΑΜΕΑ Μ.Α.μ.Α 2"
090003176,ΦΙΛΑΝΘΡΩΠΙΚΑ ΙΔΡΥΜΑΤΑ ΑΝΔΡΕΟΥ & ΜΑΡΙΑΣ ΚΑΛΟΚΑΙΡΙΝΟΥ,-,Ίδρυμα,Β΄3985,,28/07/2029,"Γενικός Πληθυσμός, Μεταξύ 66 - 80 ετών","Διανυκτέρευση,Διαπολιτισμική διαμεσολάβηση,Εκπαίδευση εθελοντών,Εκπαίδευση επαγγελματιών,Ενημέρωση/πληροφόρηση,Επαγγελματικός προσανατολισμός,Νομική βοήθεια,Παιδαγωγικές δραστηριότητες,Προληπτική ιατρική παρακολούθηση,Πρωτοβάθμια νοσηλευτική φροντίδα (πρώτες βοήθειες),Σίτιση,Συμβουλευτική στήριξη,Συνοδεία ασθενών,Υλική βοήθεια (είδος και χρήμα),Φαρμακευτική φροντίδα,Φιλοξενία,Φροντίδα ατομικής υγιεινής,Φυσικοθεραπεία,Ψυχιατρική παρακολούθηση,Ψυχολογική υποστήριξη","Πτωχοκομείο / Γηροκομείο Ηρακλείου Κρήτης,ΚΟΙΝΩΝΙΚΟ ΠΑΝΤΟΠΩΛΕΙΟ,ΚΟΙΝΩΝΙΚΟ ΣΥΣΣΙΤΙΟ,ΚΟΙΝΩΝΙΚΟΣ ΧΩΡΟΣ"
090341626,ΕΙΔΙΚΟ ΚΕΝΤΡΟ ΑΠΟΚΑΤΑΣΤΑΣΗΣ & ΜΕΡΙΜΝΑΣ ΑΤΟΜΩΝ ΜΕ ΕΙΔΙΚΕΣ ΑΝΑΓΚΕΣ,Ε.Κ.Α.ΜΕ.,Άλλο (ΝΠΙΔ Μη Κερδοσκοπικό),Β 2119,,07/04/2028,"Μεταξύ 18 - 25 ετών, Μεταξύ 26 - 45 ετών, Μεταξύ 46 - 65 ετών, Μεταξύ 66 - 80 ετών","Αιμοδοσία,Έκδοση ενημερωτικού/επιστημονικού υλικού (βιβλία & αφίσες & φυλλάδια & περιοδικά & κ.α.),Εκπαίδευση εθελοντών,Ενημέρωση/πληροφόρηση,Επαγγελματικός προσανατολισμός,Εργοθεραπεία,Κατασκήνωση,Λογοθεραπεία,Νομική βοήθεια,Παιδαγωγικές δραστηριότητες,Προάσπιση δικαιωμάτων και διεκδίκηση θεσμικών αλλαγών,Προληπτική ιατρική παρακολούθηση,Πρωτοβάθμια νοσηλευτική φροντίδα (πρώτες βοήθειες),Σίτιση,Συμβουλευτική στήριξη,Συνοδεία ασθενών,Υλική βοήθεια (είδος και χρήμα),Φαρμακευτική φροντίδα,Φυσικοθεραπεία,Ψυχιατρική παρακολούθηση,Ψυχολογική υποστήριξη",ΕΙΔΙΚΟ ΚΕΝΤΡΟ ΑΠΟΚΑΤΑΣΤΑΣΗΣ ΚΑΙ ΜΕΡΙΜΝΑΣ ΑΤΟΜΩΝ ΜΕ ΕΙΔΙΚΕΣ ΑΝΑΓΚΕΣ ΑΙΓΙΟΥ
099026305,ΣΤΕΓΗ ΓΕΡΟΝΤΩΝ ΤΟΥ ΙΕΡΟΥ ΝΑΟΥ ΑΓΙΟΥ ΘΕΡΑΠΟΝΤΟΣ-ΖΩΓΡΑΦΟΥ,-,Ίδρυμα,Β΄5820_18.10.2024,,18/10/2028,"Μεταξύ 66 - 80 ετών, Άνω των 81 ετών",Φιλοξενία,ΣΤΕΓΗ ΓΕΡΟΝΤΩΝ ΙΕΡΟΥ ΝΑΟΥ ΑΓΙΟΥ ΘΕΡΑΠΟΝΤΟΣ - ΖΩΓΡΑΦΟΥ
090069466,ΚΕΝΤΡΟ ΚΟΙΝΩΝΙΚΗΣ ΣΤΗΡΙΞΗΣ,-,Αστική μη Κερδοσκοπική Εταιρεία,Β3615,,21/06/2028,Μεταξύ 26 - 45 ετών,"Εργοθεραπεία,Λογοθεραπεία,Παιδαγωγικές δραστηριότητες,Πρωτοβάθμια νοσηλευτική φροντίδα (πρώτες βοήθειες),Σίτιση,Συμβουλευτική στήριξη,Φροντίδα ατομικής υγιεινής,Φυσικοθεραπεία,Ψυχολογική υποστήριξη",ΚΕΝΤΡΟ ΚΟΙΝΩΝΙΚΗΣ ΣΤΗΡΙΞΗΣ
999517370,ΣΥΛΛΟΓΟΣ ΓΟΝΕΩΝ ΚΑΙ ΚΗΔΕΜΟΝΩΝ ΑΤΟΜΩΝ ΜΕ ΕΙΔΙΚΕΣ ΑΝΑΓΚΕΣ,-,Σωματείο – Σύλλογος,Β 2644,,02/05/2028,"Μεταξύ 18 - 25 ετών, Μεταξύ 26 - 45 ετών, Μεταξύ 46 - 65 ετών","Έκδοση ενημερωτικού/επιστημονικού υλικού (βιβλία & αφίσες & φυλλάδια & περιοδικά & κ.α.),Ενημέρωση/πληροφόρηση,Επαγγελματική κατάρτιση,Παιδαγωγικές δραστηριότητες,Προάσπιση δικαιωμάτων και διεκδίκηση θεσμικών αλλαγών,Συμβουλευτική στήριξη,Συνοδεία ασθενών,Ψυχολογική υποστήριξη","ΣΥΛΛΟΓΟΣ "
090031359,ΕΤΑΙΡΕΙΑ ΣΠΑΣΤΙΚΩΝ ΒΟΡΕΙΟΥ ΕΛΛΑΔΟΣ,Ε.Σ.Β.Ε,Σωματείο – Σύλλογος,Β' 4488,,20/08/2029,Γενικός Πληθυσμός,"Διανυκτέρευση,Εκπαίδευση εθελοντών,Εκπαίδευση επαγγελματιών,Ενημέρωση/πληροφόρηση,Επαγγελματική κατάρτιση,Εργοθεραπεία,Κατασκήνωση,Παιδαγωγικές δραστηριότητες,Προληπτική ιατρική παρακολούθηση,Σίτιση,Συμβουλευτική στήριξη,Φαρμακευτική φροντίδα,Φιλοξενία,Φροντίδα ατομικής υγιεινής,Φυσικοθεραπεία,Ψυχολογική υποστήριξη","Κ.Δ.Η.Φ. ΕΤΑΙΡΕΙΑΣ ΣΠΑΣΤΙΚΩΝ ΒΟΡΕΙΟΥ ΕΛΛΑΔΟΣ,ΣΤΕΓΗ ΥΠΟΣΤΗΡΙΖΟΜΕΝΗΣ ΔΙΑΒΙΩΣΗΣ ΕΡΑΤΩ,ΣΤΕΓΗ ΥΠΟΣΤΗΡΙΖΟΜΕΝΗΣ ΔΙΑΒΙΩΣΗΣ ΘΕΟΔΩΡΑ,ΣΤΕΓΗ ΥΠΟΣΤΗΡΙΖΟΜΕΝΗΣ ΔΙΑΒΙΩΣΗΣ ΑΛΕΞΑΝΔΡΟΣ,ΣΤΕΓΗ ΥΠΟΣΤΗΡΙΖΟΜΕΝΗΣ ΔΙΑΒΙΩΣΗΣ ΧΡΥΣΑΝΘΗ,ΣΤΕΓΗ ΥΠΟΣΤΗΡΙΖΟΜΕΝΗΣ ΔΙΑΒΙΩΣΗΣ ΚΑΛΥΨΩ"
090038883,"ΚΕΝΤΡΟ ΚΟΙΝΩΝΙΚΗΣ ΦΡΟΝΤΙΔΑΣ ΑΤΟΜΩΝ ΜΕ ΝΟΗΤΙΚΗ ΥΣΤΕΡΗΣΗ ""ΕΣΤΙΑ""",ΕΣΤΙΑ,Σωματείο – Σύλλογος,Β΄ 1236,,13/03/2029,Γενικός Πληθυσμός,"Διανυκτέρευση,Έκδοση ενημερωτικού/επιστημονικού υλικού (βιβλία & αφίσες & φυλλάδια & περιοδικά & κ.α.),Εκπαίδευση εθελοντών,Εκπαίδευση επαγγελματιών,Ενημέρωση/πληροφόρηση,Επαγγελματική κατάρτιση,Επαγγελματικός προσανατολισμός,Εργοθεραπεία,Λογοθεραπεία,Παιδαγωγικές δραστηριότητες,Προάσπιση δικαιωμάτων και διεκδίκηση θεσμικών αλλαγών,Προληπτική ιατρική παρακολούθηση,Πρωτοβάθμια νοσηλευτική φροντίδα (πρώτες βοήθειες),Σίτιση,Συμβουλευτική στήριξη,Συνοδεία ασθενών,Τοποθέτηση σε θέσεις εργασίας,Φαρμακευτική φροντίδα,Φιλοξενία,Φροντίδα ατομικής υγιεινής,Ψυχιατρική παρακολούθηση,Ψυχολογική υποστήριξη","ΚΕΝΤΡΟ ΚΟΙΝΩΝΙΚΗΣ ΦΡΟΝΤΙΔΑΣ ΑΤΟΜΩΝ ΜΕ ΝΟΗΤΙΚΗ ΥΣΤΕΡΗΣΗ - ΕΣΤΙΑ,ΣΤΕΓΗ ΥΠΟΣΤΗΡΙΖΟΜΕΝΗΣ ΔΙΑΒΙΩΣΗΣ ""ΗΛΙΑΝΘΗ"",ΣΤΕΓΗ ΥΠΟΣΤΗΡΙΖΟΜΕΝΗΣ ΔΙΑΒΙΩΣΗΣ ""ΚΑΡΜΕΝ΄"",ΣΤΕΓΗ ΥΠΟΣΤΗΡΙΖΟΜΕΝΗΣ ΔΙΑΒΙΩΣΗΣ ""ΑΡΗΣ ΚΑΙ ΛΙΛΙΑΝ ΒΟΥΔΟΥΡΗ΄"",ΣΤΕΓΗ ΥΠΟΣΤΗΡΙΖΟΜΕΝΗΣ ΔΙΑΒΙΩΣΗΣ ""ΔΕΣΠΩ"""
999728068,Σύλλογος Ατόμων με Κινητικά Προβλήματα και Φίλων Ν. Ροδόπης ΠΕΡΠΑΤΩ,Σύλλογος ΠΕΡΠΑΤΩ,Σωματείο – Σύλλογος,Β' 6358,,19/11/2028,Γενικός Πληθυσμός,"Εκπαίδευση εθελοντών,Εργοθεραπεία,Κατασκήνωση,Λογοθεραπεία,Φυσικοθεραπεία,Ψυχολογική υποστήριξη",ΚΔΗΦ - Κέντρο Εκπαίδευσης Αυτόνομης Διαβίωσης Συλλόγου Ατ. με Κιν. Πρ και Φίλων Ν. ΡΟδόπης ΠΕΡΠΑΤΩ
090127498,"Εργαστήρι Ειδικής Επαγγελματικής Αγωγής και Αποκαταστάσεως ""ΠΑΝΑΓΙΑ ΕΛΕΟΥΣΑ""",-,Σωματείο – Σύλλογος,Β΄2523,,22/05/2029,"Μεταξύ 18 - 25 ετών, Μεταξύ 26 - 45 ετών, Μεταξύ 46 - 65 ετών","Διανυκτέρευση,Έκδοση ενημερωτικού/επιστημονικού υλικού (βιβλία & αφίσες & φυλλάδια & περιοδικά & κ.α.),Εκπαίδευση εθελοντών,Ενημέρωση/πληροφόρηση,Επαγγελματική κατάρτιση,Εργοθεραπεία,Κατασκήνωση,Λογοθεραπεία,Παιδαγωγικές δραστηριότητες,Προάσπιση δικαιωμάτων και διεκδίκηση θεσμικών αλλαγών,Προληπτική ιατρική παρακολούθηση,Σίτιση,Συμβουλευτική στήριξη,Συνοδεία ασθενών,Υλική βοήθεια (είδος και χρήμα),Φαρμακευτική φροντίδα,Φιλοξενία,Φροντίδα ατομικής υγιεινής,Φυσικοθεραπεία,Ψυχιατρική παρακολούθηση,Ψυχολογική υποστήριξη","ΚΔΗΦ ΜΕΣΟΛΟΓΓΙΟΥ (ΕΔΡΑ),ΚΔΗΦ ΑΓΡΙΝΙΟΥ (Β' ΕΚΠΑΙΔΕΥΤΙΚΗ ΜΟΝΑΔΑ),ΣΥΔ ΜΕΣΟΛΟΓΓΙΟΥ,ΣΥΔ ΑΓΡΙΝΙΟΥ,2η ΣΥΔ ΑΓΡΙΝΙΟΥ"
099593268,"ΣΩΜΑΤΕΙΟ ΓΟΝΕΩΝ, ΚΗΔΕΜΟΝΩΝ & ΦΙΛΩΝ ΑΜΕΑ ",ΑΓΙΟΣ ΠΑΝΤΕΛΕΗΜΩΝ,Σωματείο – Σύλλογος,Β' 6550,,09/12/2029,"Μεταξύ 18 - 25 ετών, Μεταξύ 26 - 45 ετών",Φροντίδα – δημιουργική απασχόληση (Κ.Δ.Α.Π. Α.μεΑ. & βρεφονηπιακοί σταθμοί & κ.α.),ΚΔΑΠ-ΜΕΑ ΚΑΛΥΜΝΟΥ
997990143,ΠΕΡΙΦΕΡΕΙΑΚΗ ΟΜΟΣΠΟΝΔΙΑ ΑΤΟΜΩΝ ΜΕ ΑΝΑΠΗΡΙΑ ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ & ΝΟΤΙΩΝ ΙΟΝΙΩΝ ΝΗΣΩΝ,Π.ΟΜ.Α.μεΑ Δ.Ε. ΚΑΙ Ν.Ι.Ν.,Σωματείο – Σύλλογος,Β 1728,,19/03/2028,Γενικός Πληθυσμός,Ενημέρωση/πληροφόρηση,
090067055,ΚΡΕΟΥΖΙΟΣ ΟΙΚΟΣ ΕΥΓΗΡΙΑΣ,-,Άλλο (ΝΠΙΔ Μη Κερδοσκοπικό),Β 2471/25-4-24,,25/04/2028,"Μεταξύ 66 - 80 ετών, Άνω των 81 ετών","Προληπτική ιατρική παρακολούθηση,Πρωτοβάθμια νοσηλευτική φροντίδα (πρώτες βοήθειες),Φαρμακευτική φροντίδα,Φιλοξενία,Φυσικοθεραπεία,Ψυχιατρική παρακολούθηση,Ψυχολογική υποστήριξη",ΚΡΕΟΥΖΙΟΣ ΟΙΚΟΣ ΕΥΓΗΡΙΑΣ
999494597,ΣΥΛΛΟΓΟΣ ΓΟΝΕΩΝ ΚΑΙ ΦΙΛΩΝ ΑΥΤΙΣΤΙΚΩΝ ΑΤΟΜΩΝ  Η ΑΝΑΓΕΝΝΗΣΗ,ΑΝΑΓΕΝΝΗΣΗ,Σωματείο – Σύλλογος,"3159,3159",,04/06/2028,"Γενικός Πληθυσμός, Μεταξύ 13 - 17 ετών, Μεταξύ 18 - 25 ετών, Μεταξύ 26 - 45 ετών, Μεταξύ 46 - 65 ετών","Έκδοση ενημερωτικού/επιστημονικού υλικού (βιβλία & αφίσες & φυλλάδια & περιοδικά & κ.α.),Εκπαίδευση επαγγελματιών,Ενημέρωση/πληροφόρηση,Εργοθεραπεία,Κατασκήνωση,Νομική βοήθεια,Παιδαγωγικές δραστηριότητες,Σίτιση,Φροντίδα – δημιουργική απασχόληση (Κ.Δ.Α.Π. Α.μεΑ. & βρεφονηπιακοί σταθμοί & κ.α.),Φροντίδα ατομικής υγιεινής,Ψυχολογική υποστήριξη,Διανυκτέρευση,Εκπαίδευση εθελοντών,Λογοθεραπεία,Προάσπιση δικαιωμάτων και διεκδίκηση θεσμικών αλλαγών,Συμβουλευτική στήριξη,Φαρμακευτική φροντίδα,Ψυχιατρική παρακολούθηση","ΚΔΑΠΑμεΑ Αναγέννηση,ΣΥΔ Αναγέννηση 1,ΣΥΔ Αναγέννηση 2,Εδρα-Γραφεία Συλλόγου "
999387466,"ΣΥΛΛΟΓΟΣ ΓΟΝΕΩΝ ΚΑΙ ΦΙΛΩΝ ΑΥΤΙΣΤΙΚΩΝ ΑΤΟΜΩΝ Ν. ΈΒΡΟΥ ""Ο ΆΓΙΟΣ ΒΑΣΙΛΕΙΟΣ""",-,Άλλο (ΝΠΙΔ Μη Κερδοσκοπικό),Β 2471/25-4-24,,25/04/2028,"Μεταξύ 18 - 25 ετών, Μεταξύ 26 - 45 ετών, Μεταξύ 46 - 65 ετών, Μεταξύ 66 - 80 ετών","Διαπολιτισμική διαμεσολάβηση,Έκδοση ενημερωτικού/επιστημονικού υλικού (βιβλία & αφίσες & φυλλάδια & περιοδικά & κ.α.),Εκπαίδευση επαγγελματιών,Ενημέρωση/πληροφόρηση,Επαγγελματικός προσανατολισμός,Λογοθεραπεία,Παιδαγωγικές δραστηριότητες,Προληπτική ιατρική παρακολούθηση,Πρωτοβάθμια νοσηλευτική φροντίδα (πρώτες βοήθειες),Συμβουλευτική στήριξη,Φροντίδα ατομικής υγιεινής,Φυσικοθεραπεία,Ψυχιατρική παρακολούθηση",ΚΕΝΤΡΟ ΗΜΕΡΑΣ ΕΝΗΛΙΚΩΝ ΜΕ ΔΙΑΤΑΡΑΧΕΣ ΑΥΤΙΣΤΙΚΟΥ ΤΥΠΟΥ
090237454,ΓΗΡΟΚΟΜΕΙΟ ΓΕΩΡΓΙΟΥ ΚΑΙ ΣΟΦΙΑΣ ΜΑΤΣΟΥ,-,Ίδρυμα,Β3615,,21/06/2028,Μεταξύ 66 - 80 ετών,"Διανυκτέρευση,Προληπτική ιατρική παρακολούθηση,Σίτιση,Φιλοξενία,Ψυχολογική υποστήριξη",ΓΗΡΟΚΟΜΕΙΟ ΓΕΩΡΓΙΟΥ ΚΑΙ ΣΟΦΙΑΣ ΜΑΤΣΟΥ
999858103,ΣΥΛΛΟΓΟΣ ΠΟΛΥΤΕΚΝΩΝ ΓΟΝΕΩΝ ΗΓΟΥΜΕΝΙΤΣΑΣ ΑΓΙΟΣ ΔΟΝΑΤΟΣ,ΣΥΛΛΟΓΟΣ ΠΟΛΥΤΕΚΝΩΝ ΓΟΝΕΩΝ ΗΓΟΥΜΕΝΙΤΣΑΣ ΑΓΙΟΣ ΔΟΝΑΤΟΣ,Σωματείο – Σύλλογος,1728/19-3-24,,19/03/2028,Γενικός Πληθυσμός,"Έκδοση ενημερωτικού/επιστημονικού υλικού (βιβλία & αφίσες & φυλλάδια & περιοδικά & κ.α.),Νομική βοήθεια,Υλική βοήθεια (είδος και χρήμα)",
090051021,"ΜΕΡΟΠΕΙΟΝ ΦΙΛΑΝΘΡΩΠΙΚΟΝ ΙΔΡΥΜΑ ",-,Ίδρυμα,Β 1164,,19/02/2028,Μεταξύ 66 - 80 ετών,"Εκπαίδευση εθελοντών,Εκπαίδευση επαγγελματιών,Προληπτική ιατρική παρακολούθηση,Πρωτοβάθμια νοσηλευτική φροντίδα (πρώτες βοήθειες),Σίτιση,Συμβουλευτική στήριξη,Συνοδεία ασθενών,Υλική βοήθεια (είδος και χρήμα),Φαρμακευτική φροντίδα,Φιλοξενία,Φροντίδα – δημιουργική απασχόληση (Κ.Δ.Α.Π. Α.μεΑ. & βρεφονηπιακοί σταθμοί & κ.α.),Φροντίδα ατομικής υγιεινής,Φυσικοθεραπεία,Ψυχιατρική παρακολούθηση,Ψυχολογική υποστήριξη",Μ.Φ.Η ΜΕΡΟΠΕΙΟΥ ΦΙΛΑΝΘΡΩΠΙΚΟΥ ΙΔΡΥΜΑΤΟΣ
090088837,ΧΡΙΣΤΙΑΝΙΚΗ ΕΝΩΣΙΣ ΑΓΡΙΝΙΟΥ,-,Σωματείο – Σύλλογος,Β 1728,,19/03/2028,"Μεταξύ 46 - 65 ετών, Μεταξύ 66 - 80 ετών, Άνω των 81 ετών","Διανυκτέρευση,Έκδοση ενημερωτικού/επιστημονικού υλικού (βιβλία & αφίσες & φυλλάδια & περιοδικά & κ.α.),Προληπτική ιατρική παρακολούθηση,Πρωτοβάθμια νοσηλευτική φροντίδα (πρώτες βοήθειες),Σίτιση,Συμβουλευτική στήριξη,Συνοδεία ασθενών,Φαρμακευτική φροντίδα,Φιλοξενία,Φροντίδα ατομικής υγιεινής,Φυσικοθεραπεία,Ψυχολογική υποστήριξη",ΓΗΡΟΚΟΜΕΙΟ ΧΡΙΣΤΙΑΝΙΚΗΣ ΕΝΩΣΕΩΣ ΑΓΡΙΝΙΟΥ
